month,group,commodity,unit,quantity_2025,rupees_2025,dollar_2025,quantity_2024,rupees_2024,dollar_2024,tradetype,unknow
2025-09,Transport Group,CKDSKD,   - ,0.0,60356.297353,214059.5572544913,0.0,30331.532403,108848.53702141548,Import,
2025-09,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,   - ,0.0,15491.073085,54941.60978187671,0.0,7085.763611,25426.065481799207,Import,
2025-09,Transport Group,BMOTOR CARS,   - ,0.0,43098.37912,152851.16006998843,0.0,22401.197632,80391.89052548361,Import,
2025-09,Transport Group,CMOTOR CYCLES,   - ,0.0,1766.845148,6266.787402626114,0.0,844.57116,3030.581014132662,Import,
2025-09,Transport Group,PARTS ACCESSORIES,   - ,0.0,9898.160608,35101.28739682887,0.0,8109.804492,29095.59927323774,Import,
2025-09,Transport Group,OTHERS,   - ,0.0,721.71542,2559.515429188083,0.0,818.536039,2937.5198610383413,Import,
2025-09,Transport Group,AIRCRAFTS SHIPS AND BOATS,   - ,0.0,12297.509024,43626.58269544298,0.0,2137.205079,7657.893205029763,Import,
2025-09,Transport Group,OTHERS TRANSPORT EQUIPMENTS,   - ,0.0,1508.273084,5348.832589931343,0.0,1090.798196,3912.592345087944,Import,
2025-09,Petroleum Group,PETROLEUM PRODUCTS,  MT,789099.2178573,114413.972663,405850.3167611208,897906.9851471,143098.528473,513409.6527055829,Import,
2025-09,Petroleum Group,PETROLEUM CRUDE,  MT,1079016.0,152734.0,541324.0,905380.515848123,135039.312084,485328.0,Import,
2025-09,Petroleum Group,NATURAL GAS LIQUIFIED,   - ,0.0,58588.496911,207850.70395523484,0.0,87007.75505,312340.35160939634,Import,
2025-09,Petroleum Group,PETROLEUM GAS LIQUIFIED,   - ,0.0,22875.355769,81131.92187944325,0.0,21248.915705,76244.87133762734,Import,
2025-09,Petroleum Group,OTHERS,   - ,0.0,11.591404,41.104668541436695,0.0,16.99254,60.94324448435653,Import,
2025-09,Textile Group,RAW COTTON,  MT,76452.81516469998,38731.081392,137364.87173228656,75146.76994649999,41397.239953,148526.84116834425,Import,
2025-09,Textile Group,SYNTHETIC FIBRE,  MT,54728.043632700006,19502.617868,69164.61418396496,30028.278905000003,12366.430991,44352.39593648135,Import,
2025-09,Textile Group,SYNTHETIC ARTIFICIAL SILK YARN,  MT,52481.57637349999,24451.083071,86717.21972338791,43843.4474771,22076.922879,79206.83057646977,Import,
2025-09,Textile Group,WORN CLOTHING,  MT,108045.79332930013,14498.292104,51418.86959960788,92867.21200599996,12675.886391,45477.42021742338,Import,
2025-09,Textile Group,OTHR TEXTILE ITEMS, - ,0.0,71112.673501,252189.70387291088,0.0,49573.015974,177869.3585644807,Import,
2025-09,Agricultural And Other Chemicals Group,FERTILIZER MANUFACTURED, MT,132264.384894,29005.318196,102872.13626328835,169739.569,29718.175218,106597.78408541564,Import,
2025-09,Agricultural And Other Chemicals Group,INSECTICIDES, MT,3091.854233,4066.4174,14422.109098300603,2757.4581150000004,2450.459168,8794.24622746168,Import,
2025-09,Agricultural And Other Chemicals Group,PLASTIC MATERIALS, MT,205464.67091350004,66535.478681,235974.9767878309,145111.44573320003,53896.616994,193383.74728525383,Import,
2025-09,Agricultural And Other Chemicals Group,MEDICINAL PRODUCTS, MT,3847.1120266,36337.112804,128862.29416341792,4458.591048399999,27185.968554,97553.14755966884,Import,
2025-09,Agricultural And Other Chemicals Group,OTHERS, - ,0.0,124259.401155,440706.4308296008,0.0,114035.92652,409112.8901257617,Import,
2025-09,Metal Group,GOLD,KG,54.9076,1282.810047,4602.854424833759,54.9076,1282.810047,4602.854424833759,Import,
2025-09,Metal Group,IRON AND STEEL SCRAP, MT,359758.8653327,50097.185919,177677.32534000033,276485.607675,44579.581511,159946.9488732637,Import,
2025-09,Metal Group,IRON AND STEEL, MT,365171.2456178999,61660.763957,218662.8666224218,278977.3524169,51937.201292,186352.17463582204,Import,
2025-09,Metal Group,ALUMINIUM WROUGHT WORKED, - ,0.0,7401.251786,26249.855856408674,0.0,8535.74027,30632.88180788398,Import,
2025-09,Metal Group,ALL OTHER METALS ARTICALS, - ,0.0,29955.463495,106230.77546037358,0.0,27577.429146,98946.40547916191,Import,
2025-09,Miscellaneous Group,RUBBER CRUDE INCL SYNTHRECLAIMED, MT,47532.0,7874.488995,27931.19508274877,47986.8418173,6949.160301,24936.53413099645,Import,
2025-09,Miscellaneous Group,RUBBER TYRES TUBES, NO,1290328.0,6328.550122,22444.206711485545,762831.0,4041.231555,14496.712387047271,Import,
2025-09,Miscellaneous Group,WOOD CORK, - ,0.0,3057.89747,10845.107399330587,0.0,1682.451789,6036.059899683346,Import,
2025-09,Miscellaneous Group,JUTE, MT,1225.31075,295.121629,1046.7280465613867,2031.9532900000004,403.032611,1447.419264992565,Import,
2025-09,Miscellaneous Group,PAPER PAPER BOARD MANUFTHEREOF, MT,44552.14976049999,11884.980564,42149.959855806745,43541.88044920001,12051.940621,43248.50296708149,Import,
Month,Group,COMMODITY,Unit,0.0,0.0,0.0,0.0,0.0,0.0,Import,
2025-04,Food Group,MILKCREAM MILK FOOD FOR INFANTS,  MT,4315.1648700000005,3432.760909,12229.0,1568.995,1480.571157,5323.066,Import,
2025-04,Food Group,WHEAT UNMILLED,  MT,86801.0,7385.863695,26554.244,86801.0,7385.863695,26554.244,Import,
2025-04,Food Group,DRY FRUITS NUTS,  MT,7570.780161500001,1862.582933,6635.0,5365.07,1019.370208,3664.916,Import,
2025-04,Food Group,TEA,  MT,20667.644908600003,14350.136837,51120.0,19379.712,14522.744692,52213.302,Import,
2025-04,Food Group,SPICES,  MT,16468.7945683,5295.041931,18863.0,16992.002,5216.489315,18754.737,Import,
2025-04,Food Group,SOYABEAN OIL,  MT,24347.05648,7997.281043,28489.0,500.0,147.4636,530.173,Import,
2025-04,Food Group,PALM OIL,  MT,260907.1420032,83674.468129,298078.0,235093.206,60107.335049,216102.656,Import,
2025-04,Food Group,SUGAR,  MT,332.15,98.760375,352.0,205.0,51.530246,185.265,Import,
2025-04,Food Group,PULSES LEGUMINOUS VEGETABLES,  MT,143484.3709,26460.756261,94262.0,78063.596,14040.313816,50478.845,Import,
2025-04,Food Group,ALL OTHERS FOOD ITEMS,   - ,0.0,63809.542539,227312.0,0.0,42616.328012,153217.656,Import,
2025-04,Machinery Group,POWER GENERATING MACHINERY,   - ,0.0,13142.50483,46818.0,0.0,7053.87041,25360.612,Import,
2025-04,Machinery Group,OFFICE MACHINE INCLDATA PROC EQUIP,   - ,0.0,17166.326858,61152.0,0.0,8412.398178,30244.834,Import,
2025-04,Machinery Group,TEXTILE MACHINERY,   - ,0.0,7545.635915,26880.0,0.0,3948.073188,14194.434,Import,
2025-04,Machinery Group,CONSTRUCTION MINING MACHINERY,   - ,0.0,3345.420237,11918.0,0.0,2595.176218,9330.382,Import,
2025-04,Machinery Group,ELECTRICAL MACHINERY APPARATUS,   - ,0.0,150198.527601,535059.0,0.0,135141.560637,485871.696,Import,
2025-04,Machinery Group,TELE COM,   - ,0.0,48824.549309,173930.0,0.0,58851.808146,211588.698,Import,
2025-04,Machinery Group,A MOBILE PHONE,   - ,0.0,35122.490918,125119.0,0.0,44887.81404,161384.239,Import,
2025-04,Machinery Group,B OTHER APPARATUS,   - ,0.0,13702.058391,48811.0,0.0,13963.994106,50204.459,Import,
2025-04,Machinery Group,AGRICULTURAL MACHINERY IMPLEMENTS,   - ,0.0,1914.848969,6821.0,0.0,2275.322547,8180.443,Import,
2025-04,Machinery Group,OTHER MACHINERY,   - ,0.0,61128.186718,217760.0,0.0,33511.837874,120484.395,Import,
2025-04,Transport Group,ROAD MOTOR VEH BUILD UNITCKDSKD,   - ,0.0,72295.48528100002,257541.0,0.0,36771.454447,132203.639,Import,
2025-04,Transport Group,CBU,   - ,0.0,10884.613142,38775.0,0.0,6267.552188,22533.607,Import,
2025-04,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,   - ,0.0,2963.645373,10558.0,0.0,375.731389,1350.884,Import,
2025-04,Transport Group,BMOTOR CARS,   - ,0.0,7834.089625,27908.0,0.0,5845.215593,21015.155,Import,
2025-04,Transport Group,CMOTOR CYCLES,   - ,0.0,86.878144,309.0,0.0,46.605206,167.568,Import,
2025-04,Transport Group,CKDSKD,   - ,0.0,53185.68027700001,189465.0,0.0,25086.105225000003,90191.557,Import,
2025-04,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,   - ,0.0,13127.076177,46763.0,0.0,4106.112679,14762.624,Import,
2025-04,Transport Group,BMOTOR CARS,   - ,0.0,38687.484636,137818.0,0.0,20091.459454,72234.422,Import,
2025-04,Transport Group,CMOTOR CYCLES,   - ,0.0,1371.119464,4884.0,0.0,888.533092,3194.511,Import,
2025-04,Transport Group,PARTS ACCESSORIES,   - ,0.0,7445.291584,26523.0,0.0,5055.653241,18176.466,Import,
2025-04,Transport Group,OTHERS,   - ,0.0,779.900278,2778.0,0.0,362.143793,1302.009,Import,
2025-04,Transport Group,AIRCRAFTS SHIPS AND BOATS,   - ,0.0,4123.121242,14688.0,0.0,7274.750192,26154.759,Import,
2025-04,Transport Group,OTHERS TRANSPORT EQUIPMENTS,   - ,0.0,1232.969588,4392.0,0.0,224.131171,805.814,Import,
2025-04,Petroleum Group,PETROLEUM PRODUCTS,  MT,913794.872619,139114.447111,495574.0,1019579.0,187277.060704,673313.343,Import,
2025-04,Petroleum Group,PETROLEUM CRUDE,  MT,1065942.7729748646,151469.818273,539588.0,911489.0,161732.693007,581474.22,Import,
2025-04,Petroleum Group,NATURAL GAS LIQUIFIED,   - ,0.0,66042.900166,235268.0,0.0,95649.391451,343886.286,Import,
2025-04,Petroleum Group,PETROLEUM GAS LIQUIFIED,   - ,0.0,23512.482836,83760.0,0.0,21714.881654,78071.062,Import,
2025-04,Petroleum Group,OTHERS,   - ,0.0,5.262033,19.0,0.0,2.215948,7.968,Import,
2025-04,Textile Group,RAW COTTON,  MT,113615.2911881,56959.678151,202910.0,22031.0,13100.900292,47101.397,Import,
2025-04,Textile Group,SYNTHETIC FIBRE,  MT,28114.28676600001,11563.641337,41194.0,24876.175,10406.82119,37415.439,Import,
2025-04,Textile Group,SYNTHETIC ARTIFICIAL SILK YARN,  MT,32384.095898500007,15622.311843,55652.0,29674.234,14221.663043,51130.876,Import,
2025-04,Textile Group,WORN CLOTHING,  MT,94826.3473349,12322.908261,43898.0,86455.848,10335.22583,37158.035,Import,
2025-04,Textile Group,OTHR TEXTILE ITEMS, - ,0.0,27248.20491,97068.0,0.0,14334.611135,51536.959,Import,
2025-04,Agricultural And Other Chemicals Group,FERTILIZER MANUFACTURED, MT,22962.35696,4098.680465,14601.0,116341.0,16301.741221,58609.313,Import,
2025-04,Agricultural And Other Chemicals Group,INSECTICIDES, MT,4507.574190899999,5300.65457,18883.0,3943.325,4776.310944,17172.172,Import,
2025-04,Agricultural And Other Chemicals Group,PLASTIC MATERIALS, MT,185534.879911,64101.092091,228350.0,134135.534,47456.191611,170618.261,Import,
2025-04,Agricultural And Other Chemicals Group,MEDICINAL PRODUCTS, MT,2674.0,26058.234436,92828.0,2909.156,22501.899923,80900.636,Import,
2025-04,Agricultural And Other Chemicals Group,OTHERS, - ,0.0,122129.431022,435067.0,0.0,108130.642666,388759.873,Import,
2025-04,Metal Group,GOLD,KG,14.0,425.417302,1515.0,0.0,0.0,0.0,Import,
2025-04,Metal Group,IRON AND STEEL SCRAP, MT,292630.37606760004,42018.424688,149684.0,184166.0,23099.459722,83049.001,Import,
2025-04,Metal Group,IRON AND STEEL, MT,414209.1822361999,70922.830033,252652.0,235339.0,53172.456304,191169.826,Import,
2025-04,Metal Group,ALUMINIUM WROUGHT WORKED, - ,0.0,5433.900549,19357.0,0.0,3863.86812,13891.683,Import,
2025-04,Metal Group,ALL OTHER METALS ARTICALS, - ,0.0,31104.119084,110804.0,0.0,20766.668291,74661.965,Import,
2025-04,Miscellaneous Group,RUBBER CRUDE INCL SYNTHRECLAIMED, MT,41350.6412288,7553.322565,26908.0,33851.153,5208.777386,18727.002,Import,
2025-04,Miscellaneous Group,RUBBER TYRES TUBES, NO,698793.0,3636.181868,12953.0,498082.0,2853.056067,10257.542,Import,
2025-04,Miscellaneous Group,WOOD CORK, - ,0.0,2496.540199,8894.0,0.0,2106.783752,7574.476,Import,
2025-04,Miscellaneous Group,JUTE, MT,267.4026,72.332424,258.0,3987.0,732.069016,2631.99,Import,
2025-04,Miscellaneous Group,PAPER PAPER BOARD MANUFTHEREOF, MT,46073.74119319999,12950.366662,46134.0,29652.337,7993.38919,28738.448,Import,
Month,Group,COMMODITY,Unit,0.0,0.0,0.0,0.0,0.0,0.0,Import,
2025-01,Food Group,MILKCREAM MILK FOOD FOR INFANTS,MT,3255.0,3481.0,12493.0,1517.0,1879.0,6702.0,Import,
2025-01,Food Group,WHEAT UNMILLED,MT,613146.0,49434.0,176348.0,613146.0,49434.0,176348.0,Import,
2025-01,Food Group,DRY FRUITS NUTS,MT,16489.0,4718.0,16933.0,10837.0,2215.0,7903.0,Import,
2025-01,Food Group,TEA,MT,20729.0,14107.0,50627.0,21032.0,15414.0,54985.0,Import,
2025-01,Food Group,SPICES,MT,22406.0,6062.0,21755.0,15749.0,5531.0,19731.0,Import,
2025-01,Food Group,SOYABEAN OIL,MT,36632.0,11051.0,39659.0,8350.0,2479.0,8843.0,Import,
2025-01,Food Group,PALM OIL,MT,304844.0,96059.0,344737.0,249617.0,62595.0,223296.0,Import,
2025-01,Food Group,SUGAR,MT,328.0,85.0,304.0,442.0,115.0,411.0,Import,
2025-01,Food Group,PULSES LEGUMINOUS VEGETABLES,MT,138390.0,27991.0,100456.0,79137.0,16563.0,59087.0,Import,
2025-01,Food Group,ALL OTHERS FOOD ITEMS,-,0.0,60542.0,217274.0,0.0,58027.0,207003.0,Import,
2025-01,Machinery Group,POWER GENERATING MACHINERY,-,0.0,16528.0,59317.0,0.0,9909.0,35347.0,Import,
2025-01,Machinery Group,OFFICE MACHINE INCLDATA PROC EQUIP,-,0.0,13160.0,47229.0,0.0,11599.0,41376.0,Import,
2025-01,Machinery Group,TEXTILE MACHINERY,-,0.0,6189.0,22213.0,0.0,3102.0,11067.0,Import,
2025-01,Machinery Group,CONSTRUCTION MINING MACHINERY,-,0.0,3907.0,14021.0,0.0,2485.0,8866.0,Import,
2025-01,Machinery Group,ELECTRICAL MACHINERY APPARATUS,-,0.0,86104.0,309009.0,0.0,78517.0,280098.0,Import,
2025-01,Machinery Group,TELE COM,-,0.0,54056.0,193998.0,0.0,65193.0,232568.0,Import,
2025-01,Machinery Group,A MOBILE PHONE,-,0.0,37652.0,135127.0,0.0,54625.0,194866.0,Import,
2025-01,Machinery Group,B OTHER APPARATUS,-,0.0,16404.0,58871.0,0.0,10569.0,37702.0,Import,
2025-01,Machinery Group,AGRICULTURAL MACHINERY IMPLEMENTS,-,0.0,4311.0,15472.0,0.0,3356.0,11973.0,Import,
2025-01,Machinery Group,OTHER MACHINERY,-,0.0,63099.0,226449.0,0.0,36024.0,128510.0,Import,
2025-01,Transport Group,ROAD MOTOR VEH BUILD UNITCKDSKD,-,0.0,55918.0,200678.0,0.0,33086.0,118028.0,Import,
2025-01,Transport Group,CBU,-,0.0,11621.0,41706.0,0.0,11073.0,39500.0,Import,
2025-01,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,-,0.0,4007.0,14379.0,0.0,2034.0,7256.0,Import,
2025-01,Transport Group,BMOTOR CARS,-,0.0,7528.0,27015.0,0.0,9003.0,32117.0,Import,
2025-01,Transport Group,CMOTOR CYCLES,-,0.0,87.0,312.0,0.0,36.0,127.0,Import,
2025-01,Transport Group,CKDSKD,-,0.0,35724.0,128208.0,0.0,13852.0,49416.0,Import,
2025-01,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,-,0.0,12076.0,43339.0,0.0,2639.0,9415.0,Import,
2025-01,Transport Group,BMOTOR CARS,-,0.0,22145.0,79474.0,0.0,10188.0,36345.0,Import,
2025-01,Transport Group,CMOTOR CYCLES,-,0.0,1503.0,5395.0,0.0,1025.0,3655.0,Import,
2025-01,Transport Group,PARTS ACCESSORIES,-,0.0,7711.0,27674.0,0.0,6346.0,22637.0,Import,
2025-01,Transport Group,OTHERS,-,0.0,861.0,3090.0,0.0,1815.0,6475.0,Import,
2025-01,Transport Group,AIRCRAFTS SHIPS AND BOATS,-,0.0,2599.0,9327.0,0.0,4798.0,17118.0,Import,
2025-01,Transport Group,OTHERS TRANSPORT EQUIPMENTS,-,0.0,1125.0,4037.0,0.0,82.0,293.0,Import,
2025-01,Petroleum Group,PETROLEUM PRODUCTS,MT,905133.0,144238.0,517641.0,715211.0,119858.0,427573.0,Import,
2025-01,Petroleum Group,PETROLEUM CRUDE,MT,796191.0,121365.0,435555.0,599072.0,102735.0,366492.0,Import,
2025-01,Petroleum Group,NATURAL GAS LIQUIFIED,-,0.0,87295.0,313283.0,0.0,124784.0,445148.0,Import,
2025-01,Petroleum Group,PETROLEUM GAS LIQUIFIED,-,0.0,29498.0,105863.0,0.0,24478.0,87322.0,Import,
2025-01,Petroleum Group,OTHERS,-,0.0,8.0,28.0,0.0,1.0,5.0,Import,
2025-01,Textile Group,RAW COTTON,MT,67671.0,34554.0,124009.0,7085.0,4602.0,16417.0,Import,
2025-01,Textile Group,SYNTHETIC FIBRE,MT,39108.0,15942.0,57211.0,26293.0,12592.0,44921.0,Import,
2025-01,Textile Group,SYNTHETIC ARTIFICIAL SILK YARN,MT,42960.0,19048.0,68361.0,32946.0,15332.0,54696.0,Import,
2025-01,Textile Group,WORN CLOTHING,MT,108077.0,13717.0,49226.0,74415.0,9248.0,32992.0,Import,
2025-01,Textile Group,OTHR TEXTILE ITEMS,-,0.0,34222.0,122815.0,0.0,18593.0,66328.0,Import,
2025-01,Agricultural And Other Chemicals Group,FERTILIZER MANUFACTURED,MT,30384.0,5118.0,18368.0,394084.0,50102.0,178730.0,Import,
2025-01,Agricultural And Other Chemicals Group,INSECTICIDES,MT,2672.0,4350.0,15613.0,2638.0,4784.0,17065.0,Import,
2025-01,Agricultural And Other Chemicals Group,PLASTIC MATERIALS,MT,195421.0,64902.0,232920.0,172913.0,57369.0,204654.0,Import,
2025-01,Agricultural And Other Chemicals Group,MEDICINAL PRODUCTS,MT,2855.0,26330.0,94493.0,3019.0,27925.0,99619.0,Import,
2025-01,Agricultural And Other Chemicals Group,OTHERS,-,0.0,109860.0,394265.0,0.0,95017.0,338960.0,Import,
2025-01,Metal Group,GOLD,KG,27.0,661.0,2371.0,19.0,357.0,1274.0,Import,
2025-01,Metal Group,IRON AND STEEL SCRAP,MT,213818.0,25033.0,89838.0,225053.0,27975.0,99795.0,Import,
2025-01,Metal Group,IRON AND STEEL,MT,334190.0,60804.0,218215.0,217691.0,43799.0,156245.0,Import,
2025-01,Metal Group,ALUMINIUM WROUGHT WORKED,-,0.0,5335.0,19148.0,0.0,5207.0,18574.0,Import,
2025-01,Metal Group,ALL OTHER METALS ARTICALS,-,0.0,25621.0,91949.0,0.0,20241.0,72206.0,Import,
2025-01,Miscellaneous Group,RUBBER CRUDE INCL SYNTHRECLAIMED,MT,55530.0,7994.0,28690.0,40995.0,5471.0,19519.0,Import,
2025-01,Miscellaneous Group,RUBBER TYRES TUBES,NO,603482.0,3548.0,12731.0,447308.0,2663.0,9500.0,Import,
2025-01,Miscellaneous Group,WOOD CORK,-,0.0,2636.0,9461.0,0.0,1666.0,5942.0,Import,
2025-01,Miscellaneous Group,JUTE,MT,2631.0,602.0,2162.0,1589.0,295.0,1054.0,Import,
2025-01,Miscellaneous Group,PAPER PAPER BOARD MANUFTHEREOF,MT,42017.0,11357.0,40756.0,36703.0,10460.0,37313.0,Import,
Month,Group,COMMODITY,Unit,0.0,0.0,0.0,0.0,0.0,0.0,Import,
2025-02,Food Group,MILKCREAM MILK FOOD FOR INFANTS,MT,3394.0,2796.0,10011.0,1375.0,1714.0,6138.0,Import,
2025-02,Food Group,WHEAT UNMILLED,MT,778119.0,63218.0,226439.0,778119.0,63218.0,226439.0,Import,
2025-02,Food Group,DRY FRUITS NUTS,MT,11797.0,3332.0,11929.0,7626.0,1570.0,5622.0,Import,
2025-02,Food Group,TEA,MT,18521.0,12732.0,45585.0,17704.0,12638.0,45269.0,Import,
2025-02,Food Group,SPICES,MT,22213.0,6242.0,22349.0,15360.0,4589.0,16438.0,Import,
2025-02,Food Group,SOYABEAN OIL,MT,32180.0,10239.0,36660.0,5505.0,1584.0,5674.0,Import,
2025-02,Food Group,PALM OIL,MT,323266.0,102289.0,366227.0,224074.0,55579.0,199078.0,Import,
2025-02,Food Group,SUGAR,MT,255.0,75.0,270.0,336.0,103.0,368.0,Import,
2025-02,Food Group,PULSES LEGUMINOUS VEGETABLES,MT,124147.0,26766.0,95831.0,78386.0,15619.0,55945.0,Import,
2025-02,Food Group,ALL OTHERS FOOD ITEMS,-,0.0,58038.0,207797.0,0.0,49931.0,178848.0,Import,
2025-02,Machinery Group,POWER GENERATING MACHINERY,-,0.0,13684.0,48993.0,0.0,6376.0,22837.0,Import,
2025-02,Machinery Group,OFFICE MACHINE INCLDATA PROC EQUIP,-,0.0,9658.0,34577.0,0.0,9269.0,33202.0,Import,
2025-02,Machinery Group,TEXTILE MACHINERY,-,0.0,5662.0,20273.0,0.0,4094.0,14663.0,Import,
2025-02,Machinery Group,CONSTRUCTION MINING MACHINERY,-,0.0,3332.0,11931.0,0.0,2127.0,7619.0,Import,
2025-02,Machinery Group,ELECTRICAL MACHINERY APPARATUS,-,0.0,84230.0,301572.0,0.0,74928.0,268383.0,Import,
2025-02,Machinery Group,TELE COM,-,0.0,48902.0,175084.0,0.0,53380.0,191202.0,Import,
2025-02,Machinery Group,A MOBILE PHONE,-,0.0,37041.0,132620.0,0.0,44918.0,160890.0,Import,
2025-02,Machinery Group,B OTHER APPARATUS,-,0.0,11860.0,42464.0,0.0,8462.0,30311.0,Import,
2025-02,Machinery Group,AGRICULTURAL MACHINERY IMPLEMENTS,-,0.0,2232.0,7993.0,0.0,1229.0,4404.0,Import,
2025-02,Machinery Group,OTHER MACHINERY,-,0.0,48332.0,173045.0,0.0,41035.0,146985.0,Import,
2025-02,Transport Group,ROAD MOTOR VEH BUILD UNITCKDSKD,-,0.0,55033.0,197036.0,0.0,32460.0,116270.0,Import,
2025-02,Transport Group,CBU,-,0.0,8718.0,31213.0,0.0,7818.0,28003.0,Import,
2025-02,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,-,0.0,1622.0,5807.0,0.0,438.0,1570.0,Import,
2025-02,Transport Group,BMOTOR CARS,-,0.0,7021.0,25136.0,0.0,7322.0,26225.0,Import,
2025-02,Transport Group,CMOTOR CYCLES,-,0.0,75.0,270.0,0.0,58.0,207.0,Import,
2025-02,Transport Group,CKDSKD,-,0.0,38912.0,139319.0,0.0,18590.0,66588.0,Import,
2025-02,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,-,0.0,11817.0,42310.0,0.0,3434.0,12299.0,Import,
2025-02,Transport Group,BMOTOR CARS,-,0.0,26052.0,93275.0,0.0,14137.0,50638.0,Import,
2025-02,Transport Group,CMOTOR CYCLES,-,0.0,1043.0,3734.0,0.0,1019.0,3651.0,Import,
2025-02,Transport Group,PARTS ACCESSORIES,-,0.0,6739.0,24126.0,0.0,5506.0,19724.0,Import,
2025-02,Transport Group,OTHERS,-,0.0,664.0,2378.0,0.0,546.0,1956.0,Import,
2025-02,Transport Group,AIRCRAFTS SHIPS AND BOATS,-,0.0,840.0,3007.0,0.0,4601.0,16481.0,Import,
2025-02,Transport Group,OTHERS TRANSPORT EQUIPMENTS,-,0.0,673.0,2411.0,0.0,436.0,1560.0,Import,
2025-02,Petroleum Group,PETROLEUM PRODUCTS,MT,802789.0,130365.0,466748.0,795803.0,137143.0,491232.0,Import,
2025-02,Petroleum Group,PETROLEUM CRUDE,MT,794735.0,123821.0,443319.0,575552.0,104278.0,373511.0,Import,
2025-02,Petroleum Group,NATURAL GAS LIQUIFIED,-,0.0,70885.0,253790.0,0.0,88732.0,317830.0,Import,
2025-02,Petroleum Group,PETROLEUM GAS LIQUIFIED,-,0.0,23262.0,83286.0,0.0,17697.0,63390.0,Import,
2025-02,Petroleum Group,OTHERS,-,0.0,11.0,41.0,0.0,8.0,30.0,Import,
2025-02,Textile Group,RAW COTTON,MT,60387.0,31139.0,111489.0,5418.0,3405.0,12198.0,Import,
2025-02,Textile Group,SYNTHETIC FIBRE,MT,33921.0,13934.0,49889.0,25084.0,10591.0,37936.0,Import,
2025-02,Textile Group,SYNTHETIC ARTIFICIAL SILK YARN,MT,38018.0,16706.0,59814.0,27079.0,12091.0,43310.0,Import,
2025-02,Textile Group,WORN CLOTHING,MT,85079.0,10794.0,38645.0,68869.0,8315.0,29782.0,Import,
2025-02,Textile Group,OTHR TEXTILE ITEMS,-,0.0,32466.0,116239.0,0.0,17383.0,62266.0,Import,
2025-02,Agricultural And Other Chemicals Group,FERTILIZER MANUFACTURED,MT,24257.0,3425.0,12264.0,69391.0,8898.0,31870.0,Import,
2025-02,Agricultural And Other Chemicals Group,INSECTICIDES,MT,2255.0,3476.0,12446.0,3563.0,4834.0,17316.0,Import,
2025-02,Agricultural And Other Chemicals Group,PLASTIC MATERIALS,MT,150782.0,50262.0,179953.0,151614.0,50718.0,181666.0,Import,
2025-02,Agricultural And Other Chemicals Group,MEDICINAL PRODUCTS,MT,2125.0,19450.0,69638.0,2491.0,23132.0,82858.0,Import,
2025-02,Agricultural And Other Chemicals Group,OTHERS,-,0.0,99305.0,355544.0,0.0,93713.0,335672.0,Import,
2025-02,Metal Group,GOLD,KG,43.0,1134.0,4060.0,32.0,613.0,2196.0,Import,
2025-02,Metal Group,IRON AND STEEL SCRAP,MT,238403.0,27469.0,98349.0,255256.0,31906.0,114284.0,Import,
2025-02,Metal Group,IRON AND STEEL,MT,326859.0,57883.0,207239.0,191481.0,38409.0,137578.0,Import,
2025-02,Metal Group,ALUMINIUM WROUGHT WORKED,-,0.0,3827.0,13702.0,0.0,4836.0,17323.0,Import,
2025-02,Metal Group,ALL OTHER METALS ARTICALS,-,0.0,30862.0,110496.0,0.0,24097.0,86312.0,Import,
2025-02,Miscellaneous Group,RUBBER CRUDE INCL SYNTHRECLAIMED,MT,45038.0,6048.0,21655.0,39707.0,5525.0,19790.0,Import,
2025-02,Miscellaneous Group,RUBBER TYRES TUBES,NO,532546.0,2308.0,8263.0,278216.0,2506.0,8974.0,Import,
2025-02,Miscellaneous Group,WOOD CORK,-,0.0,2614.0,9358.0,0.0,1546.0,5537.0,Import,
2025-02,Miscellaneous Group,JUTE,MT,1942.0,427.0,1528.0,2185.0,348.0,1246.0,Import,
2025-02,Miscellaneous Group,PAPER PAPER BOARD MANUFTHEREOF,MT,32771.0,8940.0,32008.0,30496.0,9142.0,32745.0,Import,
Month,Group,COMMODITY,Unit,0.0,0.0,0.0,0.0,0.0,0.0,Import,
2025-03,Food Group,MILKCREAM MILK FOOD FOR INFANTS,MT,2798.0,2208.0,7885.0,2850.0,2464.0,8842.0,Import,
2025-03,Food Group,WHEAT UNMILLED,MT,691136.0,57192.0,205206.0,691136.0,57192.0,205206.0,Import,
2025-03,Food Group,DRY FRUITS NUTS,MT,9077.0,2272.0,8111.0,7538.0,1375.0,4933.0,Import,
2025-03,Food Group,TEA,MT,23100.0,16259.0,58051.0,22296.0,16315.0,58539.0,Import,
2025-03,Food Group,SPICES,MT,18324.0,5359.0,19133.0,15529.0,4869.0,17472.0,Import,
2025-03,Food Group,SOYABEAN OIL,MT,43364.0,13984.0,49927.0,10250.0,2900.0,10406.0,Import,
2025-03,Food Group,PALM OIL,MT,279811.0,90168.0,321931.0,304307.0,76343.0,273922.0,Import,
